blockname,code
国证治理,"['000001', '000002', '000036', '000049', '000333', '000338', '000538', '000568', '000650', '000651', '000848', '000858', '000915', '000921', '000963', '001979', '002003', '002014', '002022', '002025', '002043', '002081', '002152', '002236', '002262', '002271', '002293', '002299', '002304', '002372', '002415', '002507', '002595', '002653', '002749', '002841', '002901', '300039', '300107', '300124', '300231', '300357', '300408', '300446', '300497', '300498', '300595', '300607', '300760', '600000', '600018', '600028', '600036', '600048', '600066', '600115', '600132', '600183', '600271', '600273', '600282', '600298', '600309', '600327', '600340', '600398', '600406', '600507', '600511', '600519', '600563', '600585', '600612', '600650', '600660', '600690', '600761', '600779', '600801', '600887', '600900', '600987', '601006', '601088', '601138', '601166', '601288', '601318', '601328', '601398', '601601', '601899', '601939', '603025', '603156', '603228', '603515', '603579', '603583', '603866']"
国证红利,"['000002', '000333', '000338', '000568', '000651', '000776', '000858', '000895', '001979', '002415', '300498', '600000', '600015', '600016', '600018', '600019', '600028', '600030', '600036', '600048', '600104', '600309', '600519', '600585', '600837', '600887', '600900', '601006', '601009', '601088', '601166', '601169', '601186', '601288', '601318', '601328', '601390', '601398', '601601', '601633', '601668', '601688', '601766', '601800', '601818', '601857', '601899', '601939', '601988', '601998']"
国证芯片,"['002049', '002129', '002156', '002185', '002371', '300054', '300236', '300316', '300327', '300373', '300398', '300456', '300458', '300474', '300604', '300661', '300666', '600460', '600584', '600667', '600703', '600745', '603019', '603160', '603501', '603986']"
国资驰援,"['000007', '000526', '000938', '002049', '002054', '002055', '002121', '002123', '002137', '002183', '002197', '002210', '002261', '002301', '002310', '002317', '002356', '002402', '002411', '002416', '002421', '002426', '002436', '002512', '002528', '002654', '002668', '002681', '002684', '002711', '002721', '002751', '002766', '002769', '002845', '002856', '002886', '300001', '300044', '300072', '300088', '300089', '300112', '300117', '300131', '300134', '300148', '300162', '300167', '300173', '300178', '300187', '300197', '300199', '300207', '300213', '300319', '300328', '300350', '300358', '300362', '300392', '300410', '300425', '300468', '300514', '300532', '300538', '300552', '300576', '300668', '300713', '300716', '300736', '600462', '600771', '600856', '603021', '603978']"
国防军工,"['000026', '000050', '000059', '000065', '000066', '000070', '000099', '000425', '000519', '000534', '000547', '000561', '000576', '000584', '000595', '000625', '000687', '000697', '000733', '000738', '000760', '000768', '000777', '000801', '000818', '000887', '000901', '000955', '000977', '002003', '002013', '002023', '002025', '002028', '002046', '002049', '002057', '002063', '002065', '002089', '002096', '002097', '002108', '002111', '002149', '002151', '002167', '002171', '002179', '002189', '002190', '002204', '002214', '002224', '002231', '002246', '002253', '002254', '002265', '002268', '002297', '002298', '002300', '002303', '002308', '002309', '002328', '002331', '002335', '002338', '002339', '002342', '002350', '002361', '002366', '002368', '002371', '002389', '002402', '002406', '002413', '002414', '002428', '002436', '002439', '002444', '002446', '002448', '002451', '002465', '002497', '002501', '002504', '002510', '002519', '002520', '002535', '002536', '002544', '002547', '002552', '002560', '002564', '002576', '002580', '002583', '002611', '002625', '002651', '002664', '002669', '002683', '002684', '002692', '002708', '002724', '002730', '002747', '002756', '002765', '002771', '002777', '002783', '002813', '002829', '002837', '002848', '002871', '002917', '002933', '002935', '002977', '002985', '003009', '300008', '300010', '300024', '300034', '300045', '300053', '300065', '300067', '300084', '300092', '300095', '300099', '300101', '300114', '300123', '300129', '300157', '300159', '300161', '300167', '300177', '300185', '300188', '300201', '300210', '300213', '300215', '300217', '300227', '300252', '300263', '300265', '300278', '300281', '300297', '300301', '300302', '300311', '300324', '300325', '300337', '300342', '300345', '300351', '300352', '300353', '300354', '300366', '300379', '300395', '300397', '300402', '300411', '300414', '300416', '300424', '300427', '300428', '300447', '300455', '300456', '300474', '300480', '300488', '300489', '300490', '300491', '300516', '300527', '300542', '300560', '300563', '300581', '300589', '300591', '300593', '300600', '300629', '300659', '300667', '300680', '300696', '300699', '300711', '300719', '300722', '300726', '300733', '300762', '300775', '300777', '300799', '300810', '300845', '300847', '300855', '300862', '300875', '300900', '300922', '600031', '600038', '600071', '600072', '600100', '600118', '600148', '600150', '600166', '600172', '600178', '600184', '600206', '600260', '600262', '600271', '600316', '600330', '600343', '600353', '600360', '600363', '600372', '600375', '600378', '600391', '600399', '600416', '600435', '600456', '600480', '600482', '600485', '600487', '600495', '600501', '600523', '600558', '600562', '600565', '600580', '600590', '600592', '600614', '600634', '600677', '600685', '600698', '600710', '600760', '600764', '600765', '600794', '600839', '600850', '600855', '600862', '600877', '600879', '600893', '600967', '600990', '601118', '601208', '601606', '601608', '601611', '601698', '601700', '601718', '601890', '601989', '603011', '603019', '603042', '603131', '603267', '603308', '603338', '603399', '603516', '603590', '603678', '603712', '603809', '603819', '603859', '603936', '605123', '605222', '688002', '688010', '688011', '688027', '688066', '688081', '688122', '688186', '688311', '688333', '688510', '688561', '688568', '688577', '688586', '688788']"
土地流转,"['000009', '000046', '000048', '000523', '000537', '000663', '000735', '000797', '000809', '000911', '002002', '002016', '002087', '002157', '002170', '002240', '002403', '002431', '002556', '002582', '002679', '300021', '300175', '300189', '300313', '600076', '600082', '600108', '600189', '600209', '600359', '600506', '600515', '600539', '600598', '600626', '600675', '600683', '600692', '600759', '600811', '601118', '601952', '601996']"
在线教育,"['000156', '000502', '000526', '000540', '000607', '000609', '000665', '000695', '000719', '000810', '000851', '000917', '000948', '002062', '002102', '002115', '002230', '002232', '002238', '002261', '002279', '002308', '002315', '002325', '002348', '002362', '002396', '002467', '002503', '002512', '002549', '002555', '002599', '002607', '002621', '002638', '002659', '002678', '002730', '002841', '002955', '003005', '300002', '300010', '300017', '300020', '300044', '300047', '300050', '300058', '300074', '300076', '300079', '300081', '300089', '300167', '300168', '300170', '300182', '300192', '300205', '300211', '300235', '300248', '300264', '300271', '300279', '300282', '300287', '300297', '300329', '300338', '300359', '300364', '300418', '300459', '300559', '300571', '300578', '300645', '300654', '300688', '300846', '600035', '600037', '600229', '600355', '600373', '600551', '600576', '600636', '600637', '600661', '600730', '600757', '600804', '600880', '601098', '601801', '601811', '601900', '601928', '601999', '603268', '603398', '603528', '603636', '603660', '603888', '603928', '688039', '688158']"
在线消费,"['002065', '002127', '002168', '002174', '002230', '002261', '002425', '002467', '002517', '002555', '002558', '002602', '002607', '002619', '002624', '002640', '002699', '002705', '002777', '002841', '300010', '300031', '300043', '300058', '300078', '300096', '300144', '300148', '300182', '300253', '300299', '300315', '300413', '300418', '300451', '300559', '300603', '300624', '300766', '300783', '300785', '600373', '600633', '600637', '600640', '600718', '603258', '603444', '603825', '603990']"
地摊经济,"['000061', '000417', '000550', '000659', '000721', '001696', '002069', '002095', '002187', '002330', '002344', '002489', '002494', '002702', '002768', '002803', '002963', '300075', '300094', '300130', '300438', '300483', '600113', '600137', '600162', '600336', '600415', '600418', '600565', '600679', '600828', '600838', '600865', '601010', '601127', '601311', '601777', '603101', '603277', '603682', '603711', '603766']"
地热能,"['000404', '000530', '000811', '000852', '000958', '002011', '002084', '002158', '002413', '300157', '300257', '300263', '600100', '600475', '600481', '600619', '600871', '601608', '603320']"
垃圾分类,"['000035', '000521', '000544', '000546', '000680', '000685', '000753', '000826', '000885', '000900', '000967', '002009', '002034', '002090', '002116', '002170', '002197', '002246', '002272', '002340', '002358', '002375', '002380', '002469', '002479', '002483', '002554', '002591', '002596', '002645', '002667', '002672', '002682', '002696', '002791', '002856', '002860', '002970', '002973', '300008', '300040', '300056', '300140', '300145', '300165', '300176', '300190', '300197', '300203', '300210', '300237', '300249', '300261', '300334', '300376', '300384', '300403', '300407', '300422', '300437', '300490', '300536', '300631', '300664', '300746', '300778', '300815', '600008', '600217', '600323', '600375', '600461', '600463', '600475', '600501', '600565', '600605', '600653', '600805', '600846', '600981', '600983', '601200', '601330', '603015', '603506', '603568', '603615', '603686', '603817']"
基因概念,"['000513', '000661', '000710', '000822', '002007', '002022', '002030', '002118', '002172', '002191', '002437', '002584', '002603', '002642', '002932', '300003', '300009', '300012', '300016', '300030', '300109', '300146', '300151', '300171', '300244', '300254', '300289', '300306', '300436', '300463', '300558', '300583', '300595', '300639', '300676', '300685', '300887', '600095', '600329', '600463', '600645', '600689', '600993', '603118', '603882', '688222', '688289', '688393', '688505', '688520']"
基金减仓,"['000004', '000636', '000681', '000710', '000977', '000998', '002126', '002127', '002138', '002212', '002332', '002351', '002382', '002398', '002507', '002541', '002555', '002607', '002709', '002810', '002837', '002850', '002916', '002918', '002920', '002967', '002982', '300009', '300010', '300035', '300036', '300037', '300073', '300078', '300113', '300132', '300133', '300136', '300188', '300196', '300253', '300315', '300326', '300451', '300453', '300463', '300470', '300482', '300494', '300496', '300529', '300562', '300567', '300573', '300575', '300595', '300607', '300624', '300630', '300639', '300725', '300735', '300785', '300788', '300832', '600529', '600882', '600984', '601799', '601816', '603056', '603083', '603195', '603290', '603486', '603489', '603506', '603538', '603605', '603659', '603686', '603700', '603786', '603882', '603890', '688016', '688023', '688027', '688029', '688058', '688085', '688111', '688268', '688277', '688278', '688377', '688389', '688528', '688568', '688600']"
